[2026-09-07 16:23:30] local.DEBUG: [vite] connecting... {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.136.1 Chrome/148.0.7778.280 Electron/42.10.0 Safari/537.36","timestamp":"2026-09-07T16:23:29.232Z"} 
[2026-09-14 00:18:19] local.DEBUG: [vite] connecting... {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:18:19.432Z"} 
[2026-09-14 00:18:19] local.INFO: %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:18:19.449Z"} 
[2026-09-14 00:18:19] local.DEBUG: [vite] connected. {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:18:19.452Z"} 
[2026-09-14 00:18:19] local.ERROR: Each child in a list should have a unique "key" prop.%s%s See https://react.dev/link/warning-keys for more information. Check the render method of `Welcome`. null {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:18:19.462Z"} 
[2026-09-14 00:18:39] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:18:39.461Z"} 
[2026-09-14 00:18:39] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:18:39.461Z"} 
[2026-09-14 00:18:52] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:18:50.975Z"} 
[2026-09-14 00:18:52] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:18:50.975Z"} 
[2026-09-14 00:19:23] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:19:22.983Z"} 
[2026-09-14 00:19:23] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:19:22.983Z"} 
[2026-09-14 00:19:36] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:19:36.647Z"} 
[2026-09-14 00:19:36] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:19:36.648Z"} 
[2026-09-14 00:19:47] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:19:47.384Z"} 
[2026-09-14 00:19:47] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:19:47.384Z"} 
[2026-09-14 00:20:23] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:20:19.765Z"} 
[2026-09-14 00:20:23] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:20:19.765Z"} 
[2026-09-14 00:20:45] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:20:45.382Z"} 
[2026-09-14 00:20:45] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:20:45.382Z"} 
[2026-09-14 00:20:54] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:20:54.605Z"} 
[2026-09-14 00:20:54] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:20:54.605Z"} 
[2026-09-14 00:21:01] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:00.624Z"} 
[2026-09-14 00:21:01] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:00.624Z"} 
[2026-09-14 00:21:03] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:03.705Z"} 
[2026-09-14 00:21:03] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:03.705Z"} 
[2026-09-14 00:21:06] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:05.926Z"} 
[2026-09-14 00:21:06] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:05.927Z"} 
[2026-09-14 00:21:24] local.DEBUG: [vite] hot updated: /resources/js/pages/welcome.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:24.233Z"} 
[2026-09-14 00:21:24] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:24.233Z"} 
[2026-09-14 00:21:42] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:42.292Z"} 
[2026-09-14 00:21:42] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:21:42.292Z"} 
[2026-09-14 00:23:11] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:23:10.944Z"} 
[2026-09-14 00:23:11] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:23:10.944Z"} 
[2026-09-14 00:23:11] local.ERROR: Each child in a list should have a unique "key" prop.%s%s See https://react.dev/link/warning-keys for more information. Check the render method of `Footer`. null {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:23:10.960Z"} 
[2026-09-14 00:23:40] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:23:39.948Z"} 
[2026-09-14 00:23:40] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:23:39.948Z"} 
[2026-09-14 00:24:05] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:04.629Z"} 
[2026-09-14 00:24:05] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:04.629Z"} 
[2026-09-14 00:24:23] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:22.831Z"} 
[2026-09-14 00:24:23] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:22.831Z"} 
[2026-09-14 00:24:30] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:30.023Z"} 
[2026-09-14 00:24:30] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:30.023Z"} 
[2026-09-14 00:24:42] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:42.129Z"} 
[2026-09-14 00:24:42] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:42.129Z"} 
[2026-09-14 00:24:48] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:48.048Z"} 
[2026-09-14 00:24:48] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:48.048Z"} 
[2026-09-14 00:24:53] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:53.227Z"} 
[2026-09-14 00:24:53] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:24:53.227Z"} 
[2026-09-14 00:25:01] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:01.419Z"} 
[2026-09-14 00:25:01] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:01.419Z"} 
[2026-09-14 00:25:04] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:04.467Z"} 
[2026-09-14 00:25:04] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:04.467Z"} 
[2026-09-14 00:25:10] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:10.302Z"} 
[2026-09-14 00:25:10] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:10.302Z"} 
[2026-09-14 00:25:17] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:16.608Z"} 
[2026-09-14 00:25:17] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:16.608Z"} 
[2026-09-14 00:25:17] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:17.106Z"} 
[2026-09-14 00:25:17] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:17.106Z"} 
[2026-09-14 00:25:24] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:24.593Z"} 
[2026-09-14 00:25:24] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:24.593Z"} 
[2026-09-14 00:25:33] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:33.277Z"} 
[2026-09-14 00:25:33] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:33.277Z"} 
[2026-09-14 00:25:41] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:40.806Z"} 
[2026-09-14 00:25:41] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:40.806Z"} 
[2026-09-14 00:25:45] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:44.810Z"} 
[2026-09-14 00:25:45] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:25:44.810Z"} 
[2026-09-14 00:26:16] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:15.994Z"} 
[2026-09-14 00:26:16] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:15.994Z"} 
[2026-09-14 00:26:21] local.DEBUG: [vite] connecting... {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:21.542Z"} 
[2026-09-14 00:26:21] local.DEBUG: [vite] connected. {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:21.561Z"} 
[2026-09-14 00:26:21] local.INFO: %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:21.567Z"} 
[2026-09-14 00:26:21] local.ERROR: Each child in a list should have a unique "key" prop.%s%s See https://react.dev/link/warning-keys for more information. Check the render method of `Welcome`. null {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:21.581Z"} 
[2026-09-14 00:26:27] local.DEBUG: [vite] connecting... {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:27.200Z"} 
[2026-09-14 00:26:27] local.DEBUG: [vite] connected. {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:27.208Z"} 
[2026-09-14 00:26:27] local.INFO: %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:27.213Z"} 
[2026-09-14 00:26:27] local.ERROR: Each child in a list should have a unique "key" prop.%s%s See https://react.dev/link/warning-keys for more information. Check the render method of `Welcome`. null {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:27.225Z"} 
[2026-09-14 00:26:27] local.ERROR: Each child in a list should have a unique "key" prop.%s%s See https://react.dev/link/warning-keys for more information. Check the render method of `Footer`. null {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:27.234Z"} 
[2026-09-14 00:26:48] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:48.072Z"} 
[2026-09-14 00:26:48] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:48.072Z"} 
[2026-09-14 00:26:52] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:52.709Z"} 
[2026-09-14 00:26:52] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:26:52.709Z"} 
[2026-09-14 00:27:03] local.DEBUG: [vite] connecting... {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:03.446Z"} 
[2026-09-14 00:27:03] local.INFO: %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:03.461Z"} 
[2026-09-14 00:27:03] local.DEBUG: [vite] connected. {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:03.464Z"} 
[2026-09-14 00:27:03] local.ERROR: Each child in a list should have a unique "key" prop.%s%s See https://react.dev/link/warning-keys for more information. Check the render method of `Welcome`. null {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:03.475Z"} 
[2026-09-14 00:27:03] local.ERROR: Each child in a list should have a unique "key" prop.%s%s See https://react.dev/link/warning-keys for more information. Check the render method of `Footer`. null {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:03.481Z"} 
[2026-09-14 00:27:12] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:11.882Z"} 
[2026-09-14 00:27:12] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:11.882Z"} 
[2026-09-14 00:27:22] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:20.794Z"} 
[2026-09-14 00:27:22] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:20.794Z"} 
[2026-09-14 00:27:35] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:34.268Z"} 
[2026-09-14 00:27:35] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:34.268Z"} 
[2026-09-14 00:27:47] local.DEBUG: [vite] hot updated: /resources/js/components/ecovolts/footer.tsx {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:47.453Z"} 
[2026-09-14 00:27:47] local.DEBUG: [vite] hot updated: /resources/css/app.css {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:47.453Z"} 
[2026-09-14 00:27:58] local.DEBUG: [vite] connecting... {"url":"http://localhost:8000/","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:155.0) Gecko/20100101 Firefox/155.0","timestamp":"2026-09-14T00:27:57.702Z"} 
